year,category,full_name,show,won,tmdb_actor_id,tmdb_show_id
2025,MALE ACTOR IN A LEADING ROLE,ADRIEN BRODY,THE BRUTALIST,True,3490,549509
2025,MALE ACTOR IN A SUPPORTING ROLE,YURA BORISOV,ANORA,True,1266686,1064213
2025,MALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,ANDREW SCOTT,RIPLEY,True,125660,
2025,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Karl Urban,THE BOYS,True,,1405651
2025,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Jack Quaid,THE BOYS,True,,1405651
2025,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Antony Starr,THE BOYS,True,,1405651
2025,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Erin Moriarty,THE BOYS,True,,1405651
2025,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Dominique McElligott,THE BOYS,True,,1405651
2025,STUNT ENSEMBLE IN A MOTION PICTURE,Ryan Gosling,THE FALL GUY,True,,746036
2025,STUNT ENSEMBLE IN A MOTION PICTURE,Emily Blunt,THE FALL GUY,True,,746036
2025,STUNT ENSEMBLE IN A MOTION PICTURE,Aaron Taylor-Johnson,THE FALL GUY,True,,746036
2025,STUNT ENSEMBLE IN A MOTION PICTURE,Hannah Waddingham,THE FALL GUY,True,,746036
2025,STUNT ENSEMBLE IN A MOTION PICTURE,Teresa Palmer,THE FALL GUY,True,,746036
2024,CAST IN A MOTION PICTURE,Cillian Murphy,OPPENHEIMER,True,,872585
2024,CAST IN A MOTION PICTURE,Emily Blunt,OPPENHEIMER,True,,872585
2024,CAST IN A MOTION PICTURE,Matt Damon,OPPENHEIMER,True,,872585
2024,CAST IN A MOTION PICTURE,Robert Downey Jr.,OPPENHEIMER,True,,872585
2024,CAST IN A MOTION PICTURE,Florence Pugh,OPPENHEIMER,True,,872585
2024,CAST IN A MOTION PICTURE,Josh Hartnett,OPPENHEIMER,True,,872585
2024,CAST IN A MOTION PICTURE,Casey Affleck,OPPENHEIMER,True,,872585
2024,CAST IN A MOTION PICTURE,Rami Malek,OPPENHEIMER,True,,872585
2024,CAST IN A MOTION PICTURE,Kenneth Branagh,OPPENHEIMER,True,,872585
2024,ENSEMBLE IN A COMEDY SERIES,Jeremy Allen White,THE BEAR,True,,1388440
2024,ENSEMBLE IN A COMEDY SERIES,Ebon Moss-Bachrach,THE BEAR,True,,1388440
2024,ENSEMBLE IN A COMEDY SERIES,Ayo Edebiri,THE BEAR,True,,1388440
2024,ENSEMBLE IN A COMEDY SERIES,Lionel Boyce,THE BEAR,True,,1388440
2024,ENSEMBLE IN A COMEDY SERIES,Liza Colón-Zayas,THE BEAR,True,,1388440
2024,ENSEMBLE IN A COMEDY SERIES,Abby Elliott,THE BEAR,True,,1388440
2024,ENSEMBLE IN A COMEDY SERIES,Matty Matheson,THE BEAR,True,,1388440
2024,ENSEMBLE IN A DRAMA SERIES,Jeremy Strong,SUCCESSION,True,,1299537
2024,ENSEMBLE IN A DRAMA SERIES,Brian Cox,SUCCESSION,True,,1299537
2024,ENSEMBLE IN A DRAMA SERIES,Kieran Culkin,SUCCESSION,True,,1299537
2024,ENSEMBLE IN A DRAMA SERIES,Sarah Snook,SUCCESSION,True,,1299537
2024,ENSEMBLE IN A DRAMA SERIES,Alan Ruck,SUCCESSION,True,,1299537
2024,ENSEMBLE IN A DRAMA SERIES,Nicholas Braun,SUCCESSION,True,,1299537
2024,ENSEMBLE IN A DRAMA SERIES,Matthew Macfadyen,SUCCESSION,True,,1299537
2024,ENSEMBLE IN A DRAMA SERIES,J. Smith-Cameron,SUCCESSION,True,,1299537
2024,ENSEMBLE IN A DRAMA SERIES,Justine Lupe,SUCCESSION,True,,1299537
2024,FEMALE ACTOR IN A COMEDY SERIES,AYO EDEBIRI,THE BEAR,True,2195140,1388440
2024,FEMALE ACTOR IN A DRAMA SERIES,SARAH SNOOK,SUCCESSION,True,235416,1299537
2024,FEMALE ACTOR IN A LEADING ROLE,LILY GLADSTONE,KILLERS OF THE FLOWER MOON,True,1183917,466420
2024,FEMALE ACTOR IN A SUPPORTING ROLE,DA'VINE JOY RANDOLPH,THE HOLDOVERS,True,1180099,840430
2024,FEMALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,ALI WONG,BEEF,True,591835,1325387
2024,MALE ACTOR IN A COMEDY SERIES,JEREMY ALLEN WHITE,THE BEAR,True,206905,1388440
2024,MALE ACTOR IN A DRAMA SERIES,KIERAN CULKIN,SUCCESSION,True,18793,1299537
2024,MALE ACTOR IN A LEADING ROLE,CILLIAN MURPHY,OPPENHEIMER,True,2037,872585
2024,MALE ACTOR IN A SUPPORTING ROLE,ROBERT DOWNEY JR.,OPPENHEIMER,True,3223,872585
2024,MALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,STEVEN YEUN,BEEF,True,215055,1325387
2024,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Diego Luna,ANDOR,True,,32388
2024,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Stellan Skarsgård,ANDOR,True,,32388
2024,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Adria Arjona,ANDOR,True,,32388
2024,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Denise Gough,ANDOR,True,,32388
2024,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Kyle Soller,ANDOR,True,,32388
2024,STUNT ENSEMBLE IN A MOTION PICTURE,Keanu Reeves,JOHN WICK: CHAPTER 4,True,,603692
2024,STUNT ENSEMBLE IN A MOTION PICTURE,Donnie Yen,JOHN WICK: CHAPTER 4,True,,603692
2024,STUNT ENSEMBLE IN A MOTION PICTURE,Bill Skarsgård,JOHN WICK: CHAPTER 4,True,,603692
2024,STUNT ENSEMBLE IN A MOTION PICTURE,Laurence Fishburne,JOHN WICK: CHAPTER 4,True,,603692
2024,STUNT ENSEMBLE IN A MOTION PICTURE,Hiroyuki Sanada,JOHN WICK: CHAPTER 4,True,,603692
2023,CAST IN A MOTION PICTURE,Michelle Yeoh,EVERYTHING EVERYWHERE ALL AT ONCE,True,,545611
2023,CAST IN A MOTION PICTURE,Stephanie Hsu,EVERYTHING EVERYWHERE ALL AT ONCE,True,,545611
2023,CAST IN A MOTION PICTURE,Ke Huy Quan,EVERYTHING EVERYWHERE ALL AT ONCE,True,,545611
2023,CAST IN A MOTION PICTURE,James Hong,EVERYTHING EVERYWHERE ALL AT ONCE,True,,545611
2023,CAST IN A MOTION PICTURE,Jamie Lee Curtis,EVERYTHING EVERYWHERE ALL AT ONCE,True,,545611
2023,CAST IN A MOTION PICTURE,Jenny Slate,EVERYTHING EVERYWHERE ALL AT ONCE,True,,545611
2023,CAST IN A MOTION PICTURE,Harry Shum Jr.,EVERYTHING EVERYWHERE ALL AT ONCE,True,,545611
2023,ENSEMBLE IN A COMEDY SERIES,Quinta Brunson,ABBOTT ELEMENTARY,True,,125935
2023,ENSEMBLE IN A COMEDY SERIES,Tyler James Williams,ABBOTT ELEMENTARY,True,,125935
2023,ENSEMBLE IN A COMEDY SERIES,Janelle James,ABBOTT ELEMENTARY,True,,125935
2023,ENSEMBLE IN A COMEDY SERIES,Sheryl Lee Ralph,ABBOTT ELEMENTARY,True,,125935
2023,ENSEMBLE IN A COMEDY SERIES,Chris Perfetti,ABBOTT ELEMENTARY,True,,125935
2023,ENSEMBLE IN A COMEDY SERIES,William Stanford Davis,ABBOTT ELEMENTARY,True,,125935
2023,ENSEMBLE IN A DRAMA SERIES,Murray Bartlett,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Connie Britton,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Jennifer Coolidge,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Alexandra Daddario,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Fred Hechinger,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Jake Lacy,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Brittany O'Grady,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Natasha Rothwell,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Sydney Sweeney,THE WHITE LOTUS,True,,982544
2023,ENSEMBLE IN A DRAMA SERIES,Steve Zahn,THE WHITE LOTUS,True,,982544
2023,FEMALE ACTOR IN A COMEDY SERIES,QUINTA BRUNSON,ABBOTT ELEMENTARY,True,1745988,125935
2023,FEMALE ACTOR IN A DRAMA SERIES,ZENDAYA,EUPHORIA,True,505710,1341858
2023,FEMALE ACTOR IN A LEADING ROLE,MICHELLE YEOH,EVERYTHING EVERYWHERE ALL AT ONCE,True,1620,545611
2023,FEMALE ACTOR IN A SUPPORTING ROLE,JAMIE LEE CURTIS,EVERYTHING EVERYWHERE ALL AT ONCE,True,8944,545611
2023,FEMALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,AMANDA SEYFRIED,THE DROPOUT,True,71070,1124086
2023,MALE ACTOR IN A COMEDY SERIES,JEREMY ALLEN WHITE,THE BEAR,True,206905,1388440
2023,MALE ACTOR IN A DRAMA SERIES,JEREMY STRONG,SUCCESSION,True,239271,1299537
2023,MALE ACTOR IN A LEADING ROLE,BRENDAN FRASER,THE WHALE,True,18269,785084
2023,MALE ACTOR IN A SUPPORTING ROLE,KE HUY QUAN,EVERYTHING EVERYWHERE ALL AT ONCE,True,690,545611
2023,MALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,EVAN PETERS,DAHMER – MONSTER: THE JEFFREY DAHMER STORY,True,55089,
2023,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Paddy Considine,HOUSE OF THE DRAGON,True,,
2023,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Matt Smith,HOUSE OF THE DRAGON,True,,
2023,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Olivia Cooke,HOUSE OF THE DRAGON,True,,
2023,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Emma D'Arcy,HOUSE OF THE DRAGON,True,,
2023,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Rhys Ifans,HOUSE OF THE DRAGON,True,,
2023,STUNT ENSEMBLE IN A MOTION PICTURE,Tom Cruise,TOP GUN: MAVERICK,True,,361743
2023,STUNT ENSEMBLE IN A MOTION PICTURE,Miles Teller,TOP GUN: MAVERICK,True,,361743
2023,STUNT ENSEMBLE IN A MOTION PICTURE,Jennifer Connelly,TOP GUN: MAVERICK,True,,361743
2023,STUNT ENSEMBLE IN A MOTION PICTURE,Jon Hamm,TOP GUN: MAVERICK,True,,361743
2023,STUNT ENSEMBLE IN A MOTION PICTURE,Glen Powell,TOP GUN: MAVERICK,True,,361743
2022,CAST IN A MOTION PICTURE,Emilia Jones,CODA,True,,776503
2022,CAST IN A MOTION PICTURE,Marlee Matlin,CODA,True,,776503
2022,CAST IN A MOTION PICTURE,Troy Kotsur,CODA,True,,776503
2022,CAST IN A MOTION PICTURE,Daniel Durant,CODA,True,,776503
2022,CAST IN A MOTION PICTURE,Eugenio Derbez,CODA,True,,776503
2022,CAST IN A MOTION PICTURE,Ferdia Walsh-Peelo,CODA,True,,776503
2022,ENSEMBLE IN A COMEDY SERIES,Jason Sudeikis,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Hannah Waddingham,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Brett Goldstein,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Jeremy Swift,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Nick Mohammed,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Phil Dunster,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Brendan Hunt,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Juno Temple,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Cristo Fernández,TED LASSO,True,,
2022,ENSEMBLE IN A COMEDY SERIES,Toheeb Jimoh,TED LASSO,True,,
2022,ENSEMBLE IN A DRAMA SERIES,Jeremy Strong,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,Brian Cox,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,Kieran Culkin,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,Sarah Snook,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,Alan Ruck,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,Nicholas Braun,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,Matthew Macfadyen,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,J. Smith-Cameron,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,Justine Lupe,SUCCESSION,True,,1299537
2022,ENSEMBLE IN A DRAMA SERIES,David Rasche,SUCCESSION,True,,1299537
2022,FEMALE ACTOR IN A COMEDY SERIES,JEAN SMART,HACKS,True,5376,1026651
2022,FEMALE ACTOR IN A DRAMA SERIES,JUNG HO-YEON,SQUID GAME,True,5064800,
2022,FEMALE ACTOR IN A LEADING ROLE,JESSICA CHASTAIN,THE EYES OF TAMMY FAYE,True,83002,601470
2022,FEMALE ACTOR IN A SUPPORTING ROLE,ARIANA DEBOSE,WEST SIDE STORY,True,1437491,511809
2022,FEMALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,KATE WINSLET,MARE OF EASTTOWN,True,204,
2022,MALE ACTOR IN A COMEDY SERIES,JASON SUDEIKIS,TED LASSO,True,58224,
2022,MALE ACTOR IN A DRAMA SERIES,LEE JUNG-JAE,SQUID GAME,True,73249,
2022,MALE ACTOR IN A LEADING ROLE,WILL SMITH,KING RICHARD,True,2888,614917
2022,MALE ACTOR IN A SUPPORTING ROLE,TROY KOTSUR,CODA,True,1571661,776503
2022,MALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,MICHAEL KEATON,DOPESICK,True,2232,
2022,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Ralph Macchio,COBRA KAI,True,,77169
2022,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,William Zabka,COBRA KAI,True,,77169
2022,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Xolo Maridueña,COBRA KAI,True,,77169
2022,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Tanner Buchanan,COBRA KAI,True,,77169
2022,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,Mary Mouser,COBRA KAI,True,,77169
2022,STUNT ENSEMBLE IN A MOTION PICTURE,Daniel Craig,NO TIME TO DIE,True,,370172
2022,STUNT ENSEMBLE IN A MOTION PICTURE,Rami Malek,NO TIME TO DIE,True,,370172
2022,STUNT ENSEMBLE IN A MOTION PICTURE,Léa Seydoux,NO TIME TO DIE,True,,370172
2022,STUNT ENSEMBLE IN A MOTION PICTURE,Lashana Lynch,NO TIME TO DIE,True,,370172
2022,STUNT ENSEMBLE IN A MOTION PICTURE,Ben Whishaw,NO TIME TO DIE,True,,370172
2021,CAST IN A MOTION PICTURE,Yahya Abdul-Mateen II,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Sacha Baron Cohen,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Daniel Flaherty,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Joseph Gordon-Levitt,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Michael Keaton,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Frank Langella,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,John Carroll Lynch,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Eddie Redmayne,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Mark Rylance,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Alex Sharp,THE TRIAL OF THE CHICAGO 7,True,,
2021,CAST IN A MOTION PICTURE,Jeremy Strong,THE TRIAL OF THE CHICAGO 7,True,,
2021,ENSEMBLE IN A COMEDY SERIES,Eugene Levy,SCHITT'S CREEK,True,,61662
2021,ENSEMBLE IN A COMEDY SERIES,Catherine O'Hara,SCHITT'S CREEK,True,,61662
2021,ENSEMBLE IN A COMEDY SERIES,Dan Levy,SCHITT'S CREEK,True,,61662
2021,ENSEMBLE IN A COMEDY SERIES,Annie Murphy,SCHITT'S CREEK,True,,61662
2021,ENSEMBLE IN A COMEDY SERIES,Chris Elliott,SCHITT'S CREEK,True,,61662
2021,ENSEMBLE IN A COMEDY SERIES,Emily Hampshire,SCHITT'S CREEK,True,,61662
2021,ENSEMBLE IN A COMEDY SERIES,Jennifer Robertson,SCHITT'S CREEK,True,,61662
2021,ENSEMBLE IN A COMEDY SERIES,Sarah Levy,SCHITT'S CREEK,True,,61662
2021,ENSEMBLE IN A DRAMA SERIES,Claire Foy,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Olivia Colman,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Helena Bonham Carter,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Tobias Menzies,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Josh O'Connor,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Emma Corrin,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Gillian Anderson,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Erin Doherty,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Marion Bailey,THE CROWN,True,,720516
2021,ENSEMBLE IN A DRAMA SERIES,Charles Dance,THE CROWN,True,,720516
2021,FEMALE ACTOR IN A COMEDY SERIES,Catherine O'Hara,SCHITT'S CREEK,True,11514,61662
2021,FEMALE ACTOR IN A DRAMA SERIES,Gillian Anderson,THE CROWN,True,12214,720516
2021,FEMALE ACTOR IN A LEADING ROLE,Viola Davis,MA RAINEY'S BLACK BOTTOM,True,19492,615667
2021,FEMALE ACTOR IN A SUPPORTING ROLE,Youn Yuh-jung,MINARI,True,1080935,615643
2021,FEMALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,Anya Taylor-Joy,THE QUEEN'S GAMBIT,True,1397778,784047
2021,MALE ACTOR IN A COMEDY SERIES,Jason Sudeikis,TED LASSO,True,58224,97546
2021,MALE ACTOR IN A DRAMA SERIES,Jason Bateman,OZARK,True,23532,888257
2021,MALE ACTOR IN A LEADING ROLE,Chadwick Boseman,MA RAINEY'S BLACK BOTTOM,True,172069,615667
2021,MALE ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,JUDAS AND THE BLACK MESSIAH,True,206919,583406
2021,MALE ACTOR IN A TELEVISION MOVIE OR LIMITED SERIES,Mark Ruffalo,I KNOW THIS MUCH IS TRUE,True,103,
2021,STUNT ENSEMBLE IN A MOTION PICTURE,Gal Gadot,WONDER WOMAN 1984,True,,464052
2021,STUNT ENSEMBLE IN A MOTION PICTURE,Chris Pine,WONDER WOMAN 1984,True,,464052
2021,STUNT ENSEMBLE IN A MOTION PICTURE,Kristen Wiig,WONDER WOMAN 1984,True,,464052
2021,STUNT ENSEMBLE IN A MOTION PICTURE,Pedro Pascal,WONDER WOMAN 1984,True,,464052
2021,STUNT ENSEMBLE IN A MOTION PICTURE,Robin Wright,WONDER WOMAN 1984,True,,464052
2020, CAST IN A MOTION PICTURE,,BOMBSHELL,False,,525661
2020, CAST IN A MOTION PICTURE,,THE IRISHMAN,False,,398978
2020, CAST IN A MOTION PICTURE,,JOJO RABBIT,False,,515001
2020, CAST IN A MOTION PICTURE,,ONCE UPON A TIME...IN HOLLYWOOD,False,,
2020, CAST IN A MOTION PICTURE,,PARASITE,True,,496243
2020, FEMALE ACTOR IN A LEADING ROLE,CYNTHIA ERIVO,HARRIET,False,1765068,506528
2020, FEMALE ACTOR IN A LEADING ROLE,SCARLETT JOHANSSON,MARRIAGE STORY,False,1245,492188
2020, FEMALE ACTOR IN A LEADING ROLE,LUPITA NYONG'O,US,False,1267329,832338
2020, FEMALE ACTOR IN A LEADING ROLE,CHARLIZE THERON,BOMBSHELL,False,6885,525661
2020, FEMALE ACTOR IN A LEADING ROLE,RENÉE ZELLWEGER,JUDY,True,9137,491283
2020, MALE ACTOR IN A LEADING ROLE,CHRISTIAN BALE,FORD V FERRARI,False,3894,359724
2020, MALE ACTOR IN A LEADING ROLE,LEONARDO DICAPRIO,ONCE UPON A TIME...IN HOLLYWOOD,False,6193,
2020, MALE ACTOR IN A LEADING ROLE,ADAM DRIVER,MARRIAGE STORY,False,1023139,492188
2020, MALE ACTOR IN A LEADING ROLE,TARON EGERTON,ROCKETMAN,False,1303037,
2020, MALE ACTOR IN A LEADING ROLE,JOAQUIN PHOENIX,JOKER,True,73421,475557
2020, FEMALE ACTOR IN A SUPPORTING ROLE,LAURA DERN,MARRIAGE STORY,True,4784,492188
2020, FEMALE ACTOR IN A SUPPORTING ROLE,SCARLETT JOHANSSON,JOJO RABBIT,False,1245,515001
2020, FEMALE ACTOR IN A SUPPORTING ROLE,NICOLE KIDMAN,BOMBSHELL,False,2227,525661
2020, FEMALE ACTOR IN A SUPPORTING ROLE,JENNIFER LOPEZ,HUSTLERS,False,16866,540901
2020, FEMALE ACTOR IN A SUPPORTING ROLE,MARGOT ROBBIE,BOMBSHELL,False,234352,525661
2020, MALE ACTOR IN A SUPPORTING ROLE,JAMIE FOXX,JUST MERCY,False,134,522212
2020, MALE ACTOR IN A SUPPORTING ROLE,TOM HANKS,A BEAUTIFUL DAY IN THE NEIGHBORHOOD,False,31,501907
2020, MALE ACTOR IN A SUPPORTING ROLE,AL PACINO,THE IRISHMAN,False,1158,398978
2020, MALE ACTOR IN A SUPPORTING ROLE,JOE PESCI,THE IRISHMAN,False,4517,398978
2020, MALE ACTOR IN A SUPPORTING ROLE,BRAD PITT,ONCE UPON A TIME...IN HOLLYWOOD,True,287,
2020, ENSEMBLE IN A DRAMA SERIES,,BIG LITTLE LIES,False,,739269
2020, ENSEMBLE IN A DRAMA SERIES,,THE CROWN,True,,720516
2020, ENSEMBLE IN A DRAMA SERIES,,GAME OF THRONES,False,,1399
2020, ENSEMBLE IN A DRAMA SERIES,,THE HANDMAID'S TALE,False,,69478
2020, ENSEMBLE IN A DRAMA SERIES,,STRANGER THINGS,False,,
2020, FEMALE ACTOR IN A DRAMA SERIES,JENNIFER ANISTON,THE MORNING SHOW,True,4491,
2020, FEMALE ACTOR IN A DRAMA SERIES,HELENA BONHAM CARTER,THE CROWN,False,1283,720516
2020, FEMALE ACTOR IN A DRAMA SERIES,OLIVIA COLMAN,THE CROWN,False,39187,720516
2020, FEMALE ACTOR IN A DRAMA SERIES,JODIE COMER,KILLING EVE,False,1388593,72750
2020, FEMALE ACTOR IN A DRAMA SERIES,ELISABETH MOSS,THE HANDMAID'S TALE,False,32798,69478
2020, MALE ACTOR IN A DRAMA SERIES,STERLING K. BROWN,THIS IS US,False,1225953,504321
2020, MALE ACTOR IN A DRAMA SERIES,STEVE CARELL,THE MORNING SHOW,False,4495,
2020, MALE ACTOR IN A DRAMA SERIES,BILLY CRUDUP,THE MORNING SHOW,False,8289,
2020, MALE ACTOR IN A DRAMA SERIES,PETER DINKLAGE,GAME OF THRONES,True,22970,1399
2020, MALE ACTOR IN A DRAMA SERIES,DAVID HARBOUR,STRANGER THINGS,False,35029,
2020, ENSEMBLE IN A COMEDY SERIES,,BARRY,False,,1038549
2020, ENSEMBLE IN A COMEDY SERIES,,FLEABAG,False,,
2020, ENSEMBLE IN A COMEDY SERIES,,THE KOMINSKY METHOD,False,,
2020, ENSEMBLE IN A COMEDY SERIES,,THE MARVELOUS MRS. MAISEL,True,,
2020, ENSEMBLE IN A COMEDY SERIES,,SCHITT'S CREEK,False,,61662
2020, FEMALE ACTOR IN A COMEDY SERIES,CHRISTINA APPLEGATE,DEAD TO ME,False,18979,81357
2020, FEMALE ACTOR IN A COMEDY SERIES,ALEX BORSTEIN,THE MARVELOUS MRS. MAISEL,False,24357,
2020, FEMALE ACTOR IN A COMEDY SERIES,RACHEL BROSNAHAN,THE MARVELOUS MRS. MAISEL,False,993774,
2020, FEMALE ACTOR IN A COMEDY SERIES,CATHERINE O'HARA,SCHITT'S CREEK,False,11514,61662
